,value,supplier_name,publish_date,agency_name
47470,1685400.72,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47472,25943.12,TELSTRA,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47473,63177.35,CONVERGA PTY LTD,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47474,880000.0,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47476,106134.0,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47478,1486293.84,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47480,733077.15,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47482,13713.3,OPTUS BILLING SERVICES PTY LTD,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47484,15913.76,TELSTRA,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47489,109680.48,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47490,198047.45,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47492,10804.86,AUST GOVT SOLICITOR-CENTRAL OFF,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47494,19128.34,AUST GOVT SOLICITOR-CENTRAL OFF,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47496,106134.0,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47498,371500.16,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47500,1142210.47,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47502,14213.03,AUST GOVT SOLICITOR-CENTRAL OFF,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47504,12848.0,AUST GOVT SOLICITOR-CENTRAL OFF,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47506,72426.06,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47509,106134.0,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47511,1539970.18,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47513,1355243.2,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47515,93023.02,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47517,17439.01,TELSTRA,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47518,14615.36,OPTUS BILLING SERVICES PTY LTD,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47520,19030.68,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47522,693000.0,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47524,432121.27,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47526,1515539.3,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47529,106134.0,United Group Services Pty Ltd,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47531,162569.36,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47533,80312.43,IRON MOUNTAIN AUSTRALIA PTY LTD,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47535,13310.33,OPTUS BILLING SERVICES PTY LTD,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47923,10154.14,Qantas,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47929,10241.48,Qantas,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
47939,10367.42,Qantas,2008-10-07,Department of Infrastructure Transport Regional Development and Local Government
49522,15340.93,OPTUS BILLING SERVICES PTY LTD,2008-10-13,Department of Infrastructure Transport Regional Development and Local Government
49524,18904.91,OPTUS BILLING SERVICES PTY LTD,2008-10-13,Department of Infrastructure Transport Regional Development and Local Government
49526,14735.13,OPTUS BILLING SERVICES PTY LTD,2008-10-13,Department of Infrastructure Transport Regional Development and Local Government
49529,25956.61,TELSTRA,2008-10-13,Department of Infrastructure Transport Regional Development and Local Government
49531,80000.0,THE TRUSTEE FOR DOBES TRUST,2008-10-13,Department of Infrastructure Transport Regional Development and Local Government
49533,19080.0,WHALEN IMAGE SOLUTIONS,2008-10-13,Department of Infrastructure Transport Regional Development and Local Government
49535,11108.9,Hays Specialist Recruitment (AUST),2008-10-13,Department of Infrastructure Transport Regional Development and Local Government
49537,15000.0,Hays Specialist Recruitment (AUST),2008-10-13,Department of Infrastructure Transport Regional Development and Local Government
49539,22000.0,Hudson Global Resources (Aust) P/L,2008-10-13,Department of Infrastructure Transport Regional Development and Local Government
49541,41000.0,WIZARD INFORMATION SERVICES P/L,2008-10-13,Department of Infrastructure Transport Regional Development and Local Government
49543,12000.0,XAA (ACT) PTY LTD,2008-10-13,Department of Infrastructure Transport Regional Development and Local Government
53873,22000.0,SMS Consulting Group Ltd,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53875,40000.0,Hudson Global Resources (Aust) P/L,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53877,13200.0,SMS Consulting,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53878,103000.0,Hays Specialist Recruitment (AUST),2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53879,30000.0,Hays Specialist Recruitment (AUST),2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53881,54500.0,HANSEN & SEARSON,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53884,13000.0,Hudson Global Resources (Aust) P/L,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53887,11000.0,THINK PLAN PERFORM PTY. LTD.,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53891,72000.0,IMPARJA TELEVISION PTY. LTD.,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53892,122419.0,XTEK LIMITED,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53894,819500.0,BROOKFIELD MULTIPLEX SERVICES PTY L,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53896,42500000.0,INVESTA PROPERTIES LIMITED,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53897,694100.0,DA VINCI AIRPORT PRECINCT PTY LTD,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53899,61710.0,RAPISCAN SYSTEM AUSTRALIA PTY LTD,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53900,18449.94,CONVERGA PTY LTD,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
53932,54769.32,Reserve Bank of Australia,2008-10-22,Department of Infrastructure Transport Regional Development and Local Government
54576,80000.0,Porter Novelli Australia P/L,2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54578,180000.0,SOUTHERN CROSS COMPUTING PTY LTD,2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54580,49000.0,Hays Specialist Recruitment (AUST),2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54582,49000.0,Hays Specialist Recruitment (AUST),2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54584,1243924.0,SOUTHERN CROSS COMPUTING PTY LTD,2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54586,103730.0,THE TRUSTEE FOR CHARTER MASON SERVI,2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54588,694925.0,INNOGENCE,2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54590,39000.0,LeasePlan Australia Ltd,2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54592,25096.5,Hays Specialist Recruitment (AUST),2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54594,10000.0,AUST GOVT SOLICITOR-CENTRAL OFF,2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54598,15000.0,AUST GOVT SOLICITOR-CENTRAL OFF,2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54600,165880.0,AUST GOVT SOLICITOR-CENTRAL OFF,2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54602,12368.4,Hays Specialist Recruitment (AUST),2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54604,18018.0,Hays Specialist Recruitment (AUST),2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54606,21600.0,FUJI XEROX AUSTRALIA PTY LTD,2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
54608,50210.16,Hays Specialist Recruitment (AUST),2008-10-27,Department of Infrastructure Transport Regional Development and Local Government
